ras al khaimah city	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
julfa	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
rasa ala kha'imaha	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
ras alkhymh	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
ras al hajma	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
ra's al khaymah	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
ras al khaimah	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
khaimah	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
rkt	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
ras el khaimah	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
ras el khajma	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
rak city	Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates	25.78953	55.9432	351943	Asia/Dubai
muzayri'	Muzayri‘, Abu Dhabi, United Arab Emirates	23.14355	53.7881	10000	Asia/Dubai
muzayri‘	Muzayri‘, Abu Dhabi, United Arab Emirates	23.14355	53.7881	10000	Asia/Dubai
murbah	Murbaḩ, Sharjah, United Arab Emirates	25.27623	56.36256	2000	Asia/Dubai
masfut	Maşfūţ, Ajman, United Arab Emirates	24.81089	56.10657	8988	Asia/Dubai
zayed city	Zayed City, Abu Dhabi, United Arab Emirates	23.65416	53.70522	63482	Asia/Dubai
khawr fakkan	Khawr Fakkān, Sharjah, United Arab Emirates	25.33132	56.34199	40677	Asia/Dubai
kalba	Kalbā, Sharjah, United Arab Emirates	25.0513	56.35422	37545	Asia/Dubai
jumayra	Jumayrā, Dubai, United Arab Emirates	25.20795	55.24969	39080	Asia/Dubai
al jazirah al hamra'	Al Jazīrah al Ḩamrā’, Ras Al Khaimah, United Arab Emirates	25.7091	55.80772	10190	Asia/Dubai
al jazirah al hamra’	Al Jazīrah al Ḩamrā’, Ras Al Khaimah, United Arab Emirates	25.7091	55.80772	10190	Asia/Dubai
dubai	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubae	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubi	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubajus	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dwbyy	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
tupai	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
fort dabei	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubai emiraat	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dube	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dibay	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubaj	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dby	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubaija	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubajo	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dxb	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubai city	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
di bai	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubayy	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
du bai	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
doubayi	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
duba'i	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dubay	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dbyy	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
ntoumpai	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dabei	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dobai	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dibai	Dubai, Dubai, United Arab Emirates	25.07725	55.30927	3790000	Asia/Dubai
dibba al fujairah	Dibba Al-Fujairah, Fujairah, United Arab Emirates	25.59246	56.26176	30000	Asia/Dubai
dibba al hisn	Dibba Al-Hisn, Fujairah, United Arab Emirates	25.61955	56.27291	26395	Asia/Dubai
deira	Dayrah, Dubai, United Arab Emirates	25.27143	55.30207	400000	Asia/Dubai
dejra	Dayrah, Dubai, United Arab Emirates	25.27143	55.30207	400000	Asia/Dubai
dirah	Dayrah, Dubai, United Arab Emirates	25.27143	55.30207	400000	Asia/Dubai
dayrah	Dayrah, Dubai, United Arab Emirates	25.27143	55.30207	400000	Asia/Dubai
dyrt	Dayrah, Dubai, United Arab Emirates	25.27143	55.30207	400000	Asia/Dubai
dairah	Dayrah, Dubai, United Arab Emirates	25.27143	55.30207	400000	Asia/Dubai
daira	Dayrah, Dubai, United Arab Emirates	25.27143	55.30207	400000	Asia/Dubai
alsharqt	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
schardscha	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
xarja	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
charjah	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
saraja	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sardzsa	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sharija	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sarja	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
mdynt alsharqt	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
szardza	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sharga	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
al sharjah	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sardza	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sarika	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sharjah	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
amart alsharqt	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
syaleuja	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sarjo	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
shariqah	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
shardza	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
carja	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sarajaha	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
shardzha kuorat	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sharjah city	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
xia er jia	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
ash 'mariqah	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
charc ah	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sharijah	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
ash shariqah	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
xarjah	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
shardzha	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sharjh	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sarza	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
ash shariqa	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
shj	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sharja	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
sharuja	Sharjah, Sharjah, United Arab Emirates	25.3342	55.41221	1800000	Asia/Dubai
ash sha'm	Ash Sha‘m, Ras Al Khaimah, United Arab Emirates	26.0279	56.08352	1550	Asia/Dubai
ash sha‘m	Ash Sha‘m, Ras Al Khaimah, United Arab Emirates	26.0279	56.08352	1550	Asia/Dubai
ar ruways	Ar Ruways, Abu Dhabi, United Arab Emirates	24.11028	52.73056	25000	Asia/Dubai
ar rams	Ar Rams, Ras Al Khaimah, United Arab Emirates	25.87658	56.01862	13000	Asia/Dubai
al manamah	Al Manāmah, Ajman, United Arab Emirates	25.3299	56.02188	5823	Asia/Dubai
al hamriyah	Al Ḩamrīyah, Sharjah, United Arab Emirates	25.47819	55.53377	3297	Asia/Dubai
hatta	Ḩattā, Dubai, United Arab Emirates	24.80073	56.12726	15324	Asia/Dubai
fudzhejra	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fjyrt	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fjr	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fudschaira	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fujajro	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
phujaira	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
alfjyrt	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
phujairaha	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
al fujairah city	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
al fujayrah	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fujaira	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fudzejra	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fudzajra	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fuzhajra	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fjyrh	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fujayrah	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
pwg'yyrh	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
phuja'ira	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
mdynt alfjyrt	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fueceyre	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fu ji la	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
fujairah	Fujairah, Fujairah, United Arab Emirates	25.11641	56.34141	118933	Asia/Dubai
ai yin	Al Ain City, Abu Dhabi, United Arab Emirates	24.19167	55.76056	846747	Asia/Dubai
al ain	Al Ain City, Abu Dhabi, United Arab Emirates	24.19167	55.76056	846747	Asia/Dubai
al ain city	Al Ain City, Abu Dhabi, United Arab Emirates	24.19167	55.76056	846747	Asia/Dubai
ainas	Al Ain City, Abu Dhabi, United Arab Emirates	24.19167	55.76056	846747	Asia/Dubai
aan	Al Ain City, Abu Dhabi, United Arab Emirates	24.19167	55.76056	846747	Asia/Dubai
al ayn	Al Ain City, Abu Dhabi, United Arab Emirates	24.19167	55.76056	846747	Asia/Dubai
el ain	Al Ain City, Abu Dhabi, United Arab Emirates	24.19167	55.76056	846747	Asia/Dubai
ela ena	Al Ain City, Abu Dhabi, United Arab Emirates	24.19167	55.76056	846747	Asia/Dubai
al ajn	Al Ain City, Abu Dhabi, United Arab Emirates	24.19167	55.76056	846747	Asia/Dubai
acman	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
ajman	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
ajma	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
adzhman	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
qaj	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
adschman	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
ujman	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
ajuman	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
ajamana	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
ajman city	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
adzman	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
al ajman	Ajman, Ajman, United Arab Emirates	25.40177	55.47878	490035	Asia/Dubai
adh dhayd	Adh Dhayd, Sharjah, United Arab Emirates	25.28812	55.88157	20165	Asia/Dubai
abu zabi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
ebu dabi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu dabis	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu zabyo	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu zabye	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
auh	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu dhabi island and internal islands city	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
aboe dhabi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
aebu saby	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu dhabi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abudhabi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
ebu dhabi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
aputapi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abwzby	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abou dabi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu dhabi emiraat	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
a bu zha bi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
jzyrt abwzby wjzr dakhlyt akhry	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu daby	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu daibi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abw zby	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu zaby	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
ampou ntampi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abudabi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
xa bud abi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu dabi	Abu Dhabi, Abu Dhabi, United Arab Emirates	24.45118	54.39696	1807000	Asia/Dubai
abu hayl	Abū Hayl, Dubai, United Arab Emirates	25.28413	55.33153	18043	Asia/Dubai
as satwah	As Saţwah, Dubai, United Arab Emirates	25.22192	55.27459	40997	Asia/Dubai
margham	Margham, Dubai, United Arab Emirates	24.89952	55.62545	1280	Asia/Dubai
abu musa	Abū Mūsá, United Arab Emirates	25.86698	55.02363	4213	Asia/Dubai
nadd al humr	Nadd al Ḩumr, Dubai, United Arab Emirates	25.20131	55.38388	13589	Asia/Dubai
al lusayli	Al Lusaylī, Dubai, United Arab Emirates	24.93138	55.47531	2514	Asia/Dubai
suwayhan	Suwayḩān, Abu Dhabi, United Arab Emirates	24.46235	55.33715	5403	Asia/Dubai
al hamidiyah	Al Ḩamīdīyah, Ajman, United Arab Emirates	25.40001	55.52925	27000	Asia/Dubai
al waheda	Al Waheda, Dubai, United Arab Emirates	25.29173	55.33822	21608	Asia/Dubai
al twar first	Al Twar First, Dubai, United Arab Emirates	25.27148	55.36165	12114	Asia/Dubai
al twar second	AL Twar Second, Dubai, United Arab Emirates	25.26309	55.38028	5068	Asia/Dubai
al qusais second	Al Qusais Second, Dubai, United Arab Emirates	25.27148	55.38603	12851	Asia/Dubai
al karama	Al Karama, Dubai, United Arab Emirates	25.24004	55.30106	75560	Asia/Dubai
al hudaiba	Al Hudaiba, Dubai, United Arab Emirates	25.24151	55.27805	7699	Asia/Dubai
al wasl	Al Wasl, Dubai, United Arab Emirates	25.19881	55.25565	22153	Asia/Dubai
knowledge village	Knowledge Village, Dubai, United Arab Emirates	25.10223	55.16433	15000	Asia/Dubai
the palm jumeirah	The Palm Jumeirah, Dubai, United Arab Emirates	25.11607	55.13506	25500	Asia/Dubai
za'abeel	Za'abeel, Dubai, United Arab Emirates	25.22536	55.305	5283	Asia/Dubai
oud metha	Oud Metha, Dubai, United Arab Emirates	25.23685	55.31419	8321	Asia/Dubai
bur dubai	Bur Dubai, Dubai, United Arab Emirates	25.26038	55.29891	18698	Asia/Dubai
khalifah a city	Khalifah A City, Abu Dhabi, United Arab Emirates	24.42588	54.605	85374	Asia/Dubai
shakhbout city	Shakhbout City, Abu Dhabi, United Arab Emirates	24.36727	54.63721	6515	Asia/Dubai
mirdif	Mirdif, Dubai, United Arab Emirates	25.22443	55.41412	60288	Asia/Dubai
hawr al 'anz	Hawr al ‘Anz, Dubai, United Arab Emirates	25.27744	55.33675	84661	Asia/Dubai
hawr al ‘anz	Hawr al ‘Anz, Dubai, United Arab Emirates	25.27744	55.33675	84661	Asia/Dubai
mankhul	Mankhūl, Dubai, United Arab Emirates	25.24612	55.29222	41244	Asia/Dubai
bur sa‘id	Būr Sa‘īd, Dubai, United Arab Emirates	25.261	55.33016	11142	Asia/Dubai
bur sa'id	Būr Sa‘īd, Dubai, United Arab Emirates	25.261	55.33016	11142	Asia/Dubai
nayf	Nāyf, Dubai, United Arab Emirates	25.27139	55.30323	53075	Asia/Dubai
al murar al qadim	Al Murar al Qadīm, Dubai, United Arab Emirates	25.27576	55.30738	19831	Asia/Dubai
ar riqqah	Ar Riqqah, Dubai, United Arab Emirates	25.26797	55.31272	8222	Asia/Dubai
al warqaa	Al Warqaa, Dubai, United Arab Emirates	25.19272	55.42013	59111	Asia/Dubai
international	International City, Dubai, United Arab Emirates	25.16383	55.40987	120000	Asia/Dubai
international city	International City, Dubai, United Arab Emirates	25.16383	55.40987	120000	Asia/Dubai
dubai international city	International City, Dubai, United Arab Emirates	25.16383	55.40987	120000	Asia/Dubai
marina de dubai	Dubai Marina, Dubai, United Arab Emirates	25.08525	55.14646	120000	Asia/Dubai
dubaj marina	Dubai Marina, Dubai, United Arab Emirates	25.08525	55.14646	120000	Asia/Dubai
dobaimarina	Dubai Marina, Dubai, United Arab Emirates	25.08525	55.14646	120000	Asia/Dubai
mrsy dby	Dubai Marina, Dubai, United Arab Emirates	25.08525	55.14646	120000	Asia/Dubai
dubaja jakthaveno	Dubai Marina, Dubai, United Arab Emirates	25.08525	55.14646	120000	Asia/Dubai
dby maryna	Dubai Marina, Dubai, United Arab Emirates	25.08525	55.14646	120000	Asia/Dubai
dubai marina	Dubai Marina, Dubai, United Arab Emirates	25.08525	55.14646	120000	Asia/Dubai
dubai sports city	Dubai Sports City, Dubai, United Arab Emirates	25.03878	55.21725	15000	Asia/Dubai
dubai internet city	Dubai Internet City, Dubai, United Arab Emirates	25.09538	55.16171	24000	Asia/Dubai
al sufouh	Al Sufouh, Dubai, United Arab Emirates	25.12015	55.18285	3337	Asia/Dubai
al safa	Al Safa, Dubai, United Arab Emirates	25.17047	55.23336	15672	Asia/Dubai
ar rumaylah	Ar Rumaylah, Ajman, United Arab Emirates	25.40338	55.4334	86000	Asia/Dubai
mushayrif	Mushayrif, Ajman, United Arab Emirates	25.40977	55.47106	6539	Asia/Dubai
al jurf	Al Jurf, Ajman, United Arab Emirates	25.41814	55.50791	18000	Asia/Dubai
al majaz	Al Majaz, Sharjah, United Arab Emirates	25.32354	55.38774	116503	Asia/Dubai
as satwah sharq	As Saţwah Sharq, Dubai, United Arab Emirates	25.23796	55.28678	11619	Asia/Dubai
dubai festival city	Dubai Festival City, Dubai, United Arab Emirates	25.22177	55.35733	77000	Asia/Dubai
dubai international financial centre	Dubai International Financial Centre, Dubai, United Arab Emirates	25.2106	55.27787	36000	Asia/Dubai
downtown dubai	Downtown Dubai, Dubai, United Arab Emirates	25.19408	55.2781	13201	Asia/Dubai
dubai investments park	Dubai Investments Park, Dubai, United Arab Emirates	25.00827	55.15682	160000	Asia/Dubai
dubai investmenc park	Dubai Investments Park, Dubai, United Arab Emirates	25.00827	55.15682	160000	Asia/Dubai
jebel ali	Jebel Ali, Dubai, United Arab Emirates	25.00255	55.10811	210000	Asia/Dubai
dzhebel ali	Jebel Ali, Dubai, United Arab Emirates	25.00255	55.10811	210000	Asia/Dubai
bani yas city	Bani Yas City, Abu Dhabi, United Arab Emirates	24.30978	54.62944	80498	Asia/Dubai
msfh	Musaffah, Abu Dhabi, United Arab Emirates	24.35893	54.48267	243341	Asia/Dubai
musaffah	Musaffah, Abu Dhabi, United Arab Emirates	24.35893	54.48267	243341	Asia/Dubai
musaffa	Musaffah, Abu Dhabi, United Arab Emirates	24.35893	54.48267	243341	Asia/Dubai
musaffah city	Musaffah, Abu Dhabi, United Arab Emirates	24.35893	54.48267	243341	Asia/Dubai
al shamkhah city	Al Shamkhah City, Abu Dhabi, United Arab Emirates	24.39268	54.70779	61710	Asia/Dubai
reef al fujairah city	Reef Al Fujairah City, Fujairah, United Arab Emirates	25.14479	56.24764	82310	Asia/Dubai
al wiqan	Al Wiqan, Abu Dhabi, United Arab Emirates	23.75355	55.32739	2000	Asia/Dubai
al faqaa	Al Faqaa, Abu Dhabi, United Arab Emirates	24.71242	55.67048	2291	Asia/Dubai
sha'biyyat al hiyar	Sha'biyyat Al Hiyar, Abu Dhabi, United Arab Emirates	24.58242	55.7467	7610	Asia/Dubai
sha'biyyat milеhah	Sha'biyyat Milе̄hah, Sharjah, United Arab Emirates	25.13518	55.8843	4768	Asia/Dubai
sha'biyyat milehah	Sha'biyyat Milе̄hah, Sharjah, United Arab Emirates	25.13518	55.8843	4768	Asia/Dubai
umm al sheif	Umm Al Sheif, Dubai, United Arab Emirates	25.13227	55.20567	6263	Asia/Dubai
al bada'a	Al Bada'a, Dubai, United Arab Emirates	25.22462	55.26888	18816	Asia/Dubai
al muteena	Al Muteena, Dubai, United Arab Emirates	25.27375	55.32265	48739	Asia/Dubai
al mizhar first	Al Mizhar First, Dubai, United Arab Emirates	25.24805	55.44128	17498	Asia/Dubai
al mizhar second	Al Mizhar Second, Dubai, United Arab Emirates	25.24332	55.4619	11967	Asia/Dubai
